sourceTaxonId	sourceTaxonName	sourceTaxonPartaffected	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	StudySourceCitation	referenceCitation
EOL:37233	Hydrocotyle		RO:0002471	eaten by	EOL:965190	Romalea microptera	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:585013	Hydrocotyle umbellata	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:742301	Liriomyza munda							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Stegmaier, Jr., C. E. 1966. Host plants and parasites of Liriomyza munda in Florida (Diptera: Agromyzidae). Fla. Entomol. 49:75-80.
EOL:482470	Isoetes muricata	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:181699	Eoparargyractis plevie	GEONAMES:5090174	New Hampshire, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Fiance, S. B. and R. E. Moeller. 1977. Immature stages and ecological observations of Eoparagyractis plevie (Pyralidae: Nymphulinae). J. Lepid. Soc. 31:81-88.
EOL:597771	Isoetes tuckermanii	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:181699	Eoparargyractis plevie	GEONAMES:5090174	New Hampshire, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Fiance, S. B. and R. E. Moeller. 1977. Immature stages and ecological observations of Eoparagyractis plevie (Pyralidae: Nymphulinae). J. Lepid. Soc. 31:81-88.
EOL:29910	Juncus		RO:0002471	eaten by	EOL:2684717	Chilo forbesellus	GEONAMES:5037779	Minnesota, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Dyar, G. H. and C. Heinrich. 1927. The American moths of the genus Diatraea and allies. Proc. U.S. Natl. Mus. 71. 48 pp.
EOL:29910	Juncus	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:473113	Archanara subflava							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McCafferty, W. P. and M. C. Minno. 1979. The aquatic and semiaquatic Lepidoptera of Indiana and adjacent areas. Great Lakes Entomol. 12:179-187. Mitchell, J. D. and W. D. Pierce. 1911. The weevils of Victoria County, Texas. Proc. Entomol. Soc. Wash. 13:45-62.
EOL:29910	Juncus	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:1171751	Myochrous whitei							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Riley, E. G., S. M. Clark, R. W. Flowers and A. J. Gilbert. 2002. 124. Chrysomelidae Latreille 1802. pp. 617-692. In: American Beetles, R. H. Arnett Jr., M. C. Thomas, P. E. Skelley and J. H. Frank (eds.). CRC Press, Boca Raton, FL.
EOL:631047	Juncus debilis		RO:0002471	eaten by	EOL:423760	Hydrellia tibiospica							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Deonier, D. L. 1995. North American members of the Hydrellia crassipes species group (Diptera: Ephydridae). Insecta Mundi 9:81-103.
EOL:631139	Juncus effusus		RO:0002471	eaten by	EOL:958798	Leptysma marginicollis	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:631139	Juncus effusus		RO:0002471	eaten by	EOL:500142	Paroxya atlantica	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:631139	Juncus effusus		RO:0002471	eaten by	EOL:500144	Paroxya clavuliger	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:631139	Juncus effusus		RO:0002471	eaten by	EOL:965190	Romalea microptera	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:631139	Juncus effusus		RO:0002471	eaten by	EOL:960070	Stenacris vitreipennis	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:634023	Juncus repens		RO:0002471	eaten by	EOL:720353	Hydrellia biloxiae							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Deonier, D. L. 1971. A systematic and ecological Study of nearctic Hydrellia (Diptera: Ephydridae). Smithson. Contrib. Zool. 68:1-147.
EOL:1117179	Lachnanthes caroliana		RO:0002471	eaten by		Neobagoidus carlsoni	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. 1990. Neobagoides carlsoni, new genus, new species of aquatic weevil from Florida. Southwest. Entomol. 15:71-76.
EOL:29453	Lemna	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:720561	Lemnaphila scotlandae							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Center, T. D., F. A. Dray, G. P. Jubinsky and M. J. Grodowitz. 1999. Insects and other arthropods that feed on aquatic and wetland plants. U.S. Department of Agriculture, Agricultural Research Service, Technical Bulletin No. 1870.
EOL:29453	Lemna	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:587977	Rhopalosiphum nymphaeae							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Center, T. D., F. A. Dray, G. P. Jubinsky and M. J. Grodowitz. 1999. Insects and other arthropods that feed on aquatic and wetland plants. U.S. Department of Agriculture, Agricultural Research Service, Technical Bulletin No. 1870.
EOL:29453	Lemna	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:529046	Tanysphyrus lemnae	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:29453	Lemna		RO:0002471	eaten by	EOL:251666	Neargyractis magnificalis							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Solis, M. A. 2008. Aquatic and semiaquatic Lepidoptera. pp. 553-569. In: R. W. Merritt, K. W. Cummins and M. B. Berg (eds.). An introduction to the aquatic insects of North America. Kendall/Hunt Publishing Co., Dubuque, IA.
EOL:29453	Lemna		RO:0002471	eaten by	EOL:261520	Synclita obliteralis	GEONAMES:4597040	South Carolina, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Stoops, C. A., P. H. Adler and J. W. McCreadie. 1998. Ecology of aquatic Lepidoptera (Crambidae: Nymphulinae) in South Carolina, USA. Hydrobiologia 379:33-40.
EOL:29453	Lemna		RO:0002471	eaten by	EOL:258392	Synclita tinealis	GEONAMES:4597040	South Carolina, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Stoops, C. A., P. H. Adler and J. W. McCreadie. 1998. Ecology of aquatic Lepidoptera (Crambidae: Nymphulinae) in South Carolina, USA. Hydrobiologia 379:33-40.
EOL:1142162	Lemna minor		RO:0002471	eaten by	EOL:720337	Hydrellia personata							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Keiper, J. B., D. L. Deonier, J. Jiannino, M. Sanford and W. E. Walton. 2002. Biology, immature stages, and redescriptions of Hydrellia personata Deonier (Diptera: Ephydridae), a Lemna Miner. Proc. Entomol. Soc. Wash. 104(2):458-467.
EOL:1088936	Limnobium spongia		RO:0002471	eaten by	EOL:426491	Hydrellia limnobii	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Deonier, D. L. 1993. New species of Hydrellia (Diptera: Ephydridae) from the southern United States. Insecta Mundi 7:193-209.
EOL:1088936	Limnobium spongia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:1088936	Limnobium spongia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4197000	Georgia, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:1088936	Limnobium spongia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4331987	Louisiana, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:1088936	Limnobium spongia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4662168	Tennessee, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:1088936	Limnobium spongia	stolons	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:1088936	Limnobium spongia	stolons	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4197000	Georgia, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:1088936	Limnobium spongia	stolons	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4331987	Louisiana, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:1088936	Limnobium spongia	stolons	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4662168	Tennessee, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:1088936	Limnobium spongia	petioles	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:1088936	Limnobium spongia	petioles	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4197000	Georgia, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:1088936	Limnobium spongia	petioles	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4331987	Louisiana, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:1088936	Limnobium spongia	petioles	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4662168	Tennessee, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:1088936	Limnobium spongia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. and G. B. Marshall. 1979. U.S. Bagous, bionomic notes, a new species, and a new name (Bagoini, Erirhininae, Curculionidae, Coleoptera). Southwest. Entomol. 4:141-149.
EOL:1088936	Limnobium spongia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4197000	Georgia, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. and G. B. Marshall. 1979. U.S. Bagous, bionomic notes, a new species, and a new name (Bagoini, Erirhininae, Curculionidae, Coleoptera). Southwest. Entomol. 4:141-149.
EOL:1088936	Limnobium spongia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4331987	Louisiana, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. and G. B. Marshall. 1979. U.S. Bagous, bionomic notes, a new species, and a new name (Bagoini, Erirhininae, Curculionidae, Coleoptera). Southwest. Entomol. 4:141-149.
EOL:1088936	Limnobium spongia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4662168	Tennessee, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. and G. B. Marshall. 1979. U.S. Bagous, bionomic notes, a new species, and a new name (Bagoini, Erirhininae, Curculionidae, Coleoptera). Southwest. Entomol. 4:141-149.
EOL:1088936	Limnobium spongia	stolons	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. and G. B. Marshall. 1979. U.S. Bagous, bionomic notes, a new species, and a new name (Bagoini, Erirhininae, Curculionidae, Coleoptera). Southwest. Entomol. 4:141-149.
EOL:1088936	Limnobium spongia	stolons	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4197000	Georgia, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. and G. B. Marshall. 1979. U.S. Bagous, bionomic notes, a new species, and a new name (Bagoini, Erirhininae, Curculionidae, Coleoptera). Southwest. Entomol. 4:141-149.
EOL:1088936	Limnobium spongia	stolons	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4331987	Louisiana, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. and G. B. Marshall. 1979. U.S. Bagous, bionomic notes, a new species, and a new name (Bagoini, Erirhininae, Curculionidae, Coleoptera). Southwest. Entomol. 4:141-149.
EOL:1088936	Limnobium spongia	stolons	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4662168	Tennessee, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. and G. B. Marshall. 1979. U.S. Bagous, bionomic notes, a new species, and a new name (Bagoini, Erirhininae, Curculionidae, Coleoptera). Southwest. Entomol. 4:141-149.
EOL:1088936	Limnobium spongia	petioles	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. and G. B. Marshall. 1979. U.S. Bagous, bionomic notes, a new species, and a new name (Bagoini, Erirhininae, Curculionidae, Coleoptera). Southwest. Entomol. 4:141-149.
EOL:1088936	Limnobium spongia	petioles	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4197000	Georgia, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. and G. B. Marshall. 1979. U.S. Bagous, bionomic notes, a new species, and a new name (Bagoini, Erirhininae, Curculionidae, Coleoptera). Southwest. Entomol. 4:141-149.
EOL:1088936	Limnobium spongia	petioles	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4331987	Louisiana, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. and G. B. Marshall. 1979. U.S. Bagous, bionomic notes, a new species, and a new name (Bagoini, Erirhininae, Curculionidae, Coleoptera). Southwest. Entomol. 4:141-149.
EOL:1088936	Limnobium spongia	petioles	RO:0002471	eaten by	EOL:2665755	Bagous lunatoides	GEONAMES:4662168	Tennessee, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. and G. B. Marshall. 1979. U.S. Bagous, bionomic notes, a new species, and a new name (Bagoini, Erirhininae, Curculionidae, Coleoptera). Southwest. Entomol. 4:141-149.
EOL:1088936	Limnobium spongia		RO:0002471	eaten by	EOL:2684826	Munroessa gyralis	GEONAMES:4597040	South Carolina, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Stoops, C. A., P. H. Adler and J. W. McCreadie. 1998. Ecology of aquatic Lepidoptera (Crambidae: Nymphulinae) in South Carolina, USA. Hydrobiologia 379:33-40.
EOL:1088936	Limnobium spongia		RO:0002471	eaten by	EOL:2684822	Munroessa icciusalis	GEONAMES:4597040	South Carolina, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Stoops, C. A., P. H. Adler and J. W. McCreadie. 1998. Ecology of aquatic Lepidoptera (Crambidae: Nymphulinae) in South Carolina, USA. Hydrobiologia 379:33-40.
EOL:577783	Lobelia dortmanna	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:181699	Eoparargyractis plevie	GEONAMES:5090174	New Hampshire, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Fiance, S. B. and R. E. Moeller. 1977. Immature stages and ecological observations of Eoparagyractis plevie (Pyralidae: Nymphulinae). J. Lepid. Soc. 31:81-88.
	Ludiwiga sphaerocarpa		RO:0002471	eaten by	EOL:2666311	Tyloderma sphaerocarpae							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Wibmer, G. J. 1981. Revision of the New World weevil genus Tyloderma in America north of Mexico (Coleoptera: Curculionidae: Cryptorhynchinae). Southwest. Entomol. 3:1-95.
EOL:40155	Ludwigia		RO:0002471	eaten by		Perigasteromimus tetracanthus	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 2002. Curculionidae. pp. 722-815. In: American Beetles, R. H. Arnett, Jr., M. C. Thomas, P. E. Skelley and J. H. Frank (eds.). CRC Press, Boca Raton, FL. 861 pp.
EOL:40155	Ludwigia		RO:0002471	eaten by	EOL:3362717	Pelenomus	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:40155	Ludwigia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:2667833	Perigaster	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:40155	Ludwigia		RO:0002471	eaten by	EOL:226340	Pissonotus piceus	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Haag, K. H., D. H. Habeck and G. R. Buckingham. 1986. Native insect enemies of aquatic macrophytes other than moths and beetles. Aquatics 8:16- 22.
EOL:40155	Ludwigia		RO:0002471	eaten by	EOL:2684826	Munroessa gyralis	GEONAMES:4597040	South Carolina, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Herlong, D. D. 1979. Aquatic Pyralidae (Lepidoptera: Nymphulinae) in South Carolina. Fla. Entomol. 62(3):188-193.
EOL:40155	Ludwigia		RO:0002471	eaten by	EOL:241748	Langessa nomophilalis	GEONAMES:4597040	South Carolina, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Stoops, C. A., P. H. Adler and J. W. McCreadie. 1998. Ecology of aquatic Lepidoptera (Crambidae: Nymphulinae) in South Carolina, USA. Hydrobiologia 379:33-40.
EOL:40155	Ludwigia		RO:0002471	eaten by	EOL:2684794	Paraponyx seminealis	GEONAMES:4597040	South Carolina, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Stoops, C. A., P. H. Adler and J. W. McCreadie. 1998. Ecology of aquatic Lepidoptera (Crambidae: Nymphulinae) in South Carolina, USA. Hydrobiologia 379:33-40.
EOL:40155	Ludwigia		RO:0002471	eaten by	EOL:2666294	Tyloderma circumcaribbeum							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Wibmer, G. J. 1981. Revision of the New World weevil genus Tyloderma in America north of Mexico (Coleoptera: Curculionidae: Cryptorhynchinae). Southwest. Entomol. 3:1-95.
