sourceTaxonId	sourceTaxonName	sourceTaxonPartaffected	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	StudySourceCitation	referenceCitation
EOL:29127	Scirpus		RO:0002471	eaten by	EOL:720597	Hydrellia griseola							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Lange, W. H., Jr., K. H. Ingebretsen and L. L. Davis. 1953. Rice leaf miner. Calif. Agric. 7:8-9.
EOL:29127	Scirpus	http://purl.obolibrary.org/obo/PO_0009005	RO:0002471	eaten by	EOL:337802	Donacia fulgens							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Marx, E. J. F. 1957. A review of the subgenus Donacia in the Western Hemisphere (Coleoptera, Donaciidae), Bull. Am. Mus. Nat. Hist. 112:191-278.
EOL:29127	Scirpus	http://purl.obolibrary.org/obo/PO_0009005	RO:0002471	eaten by	EOL:1026964	Donacia subtilis							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Marx, E. J. F. 1957. A review of the subgenus Donacia in the Western Hemisphere (Coleoptera, Donaciidae), Bull. Am. Mus. Nat. Hist. 112:191-278.
EOL:29127	Scirpus	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:337802	Donacia fulgens							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Marx, E. J. F. 1957. A review of the subgenus Donacia in the Western Hemisphere (Coleoptera, Donaciidae), Bull. Am. Mus. Nat. Hist. 112:191-278.
EOL:29127	Scirpus	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:1026964	Donacia subtilis							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Marx, E. J. F. 1957. A review of the subgenus Donacia in the Western Hemisphere (Coleoptera, Donaciidae), Bull. Am. Mus. Nat. Hist. 112:191-278.
EOL:29127	Scirpus	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:473113	Archanara subflava							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McCafferty, W. P. and M. C. Minno. 1979. The aquatic and semiaquatic Lepidoptera of Indiana and adjacent areas. Great Lakes Entomol. 12:179-187. Mitchell, J. D. and W. D. Pierce. 1911. The weevils of Victoria County, Texas. Proc. Entomol. Soc. Wash. 13:45-62.
EOL:29127	Scirpus		RO:0002471	eaten by	EOL:1172260	Poecilocera harrisii							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Riley, E. G., S. M. Clark, R. W. Flowers and A. J. Gilbert. 2002. 124. Chrysomelidae Latreille 1802. pp. 617-692. In: American Beetles, R. H. Arnett Jr., M. C. Thomas, P. E. Skelley and J. H. Frank (eds.). CRC Press, Boca Raton, FL.
EOL:29127	Scirpus		RO:0002471	eaten by	EOL:1172370	Stenispa metallica							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Riley, E. G., S. M. Clark, R. W. Flowers and A. J. Gilbert. 2002. 124. Chrysomelidae Latreille 1802. pp. 617-692. In: American Beetles, R. H. Arnett Jr., M. C. Thomas, P. E. Skelley and J. H. Frank (eds.). CRC Press, Boca Raton, FL.
EOL:252847	Sparganium americanum		RO:0002471	eaten by	EOL:241748	Langessa nomophilalis	GEONAMES:4597040	South Carolina, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Stoops, C. A., P. H. Adler and J. W. McCreadie. 1998. Ecology of aquatic Lepidoptera (Crambidae: Nymphulinae) in South Carolina, USA. Hydrobiologia 379:33-40.
EOL:252847	Sparganium americanum		RO:0002471	eaten by	EOL:2684822	Munroessa icciusalis	GEONAMES:4597040	South Carolina, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Stoops, C. A., P. H. Adler and J. W. McCreadie. 1998. Ecology of aquatic Lepidoptera (Crambidae: Nymphulinae) in South Carolina, USA. Hydrobiologia 379:33-40.
EOL:252847	Sparganium americanum		RO:0002471	eaten by	EOL:2684797	Paraponyx obscuralis	GEONAMES:4597040	South Carolina, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Stoops, C. A., P. H. Adler and J. W. McCreadie. 1998. Ecology of aquatic Lepidoptera (Crambidae: Nymphulinae) in South Carolina, USA. Hydrobiologia 379:33-40.
EOL:252847	Sparganium americanum		RO:0002471	eaten by	EOL:2684794	Paraponyx seminealis	GEONAMES:4597040	South Carolina, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Stoops, C. A., P. H. Adler and J. W. McCreadie. 1998. Ecology of aquatic Lepidoptera (Crambidae: Nymphulinae) in South Carolina, USA. Hydrobiologia 379:33-40.
EOL:252847	Sparganium americanum		RO:0002471	eaten by	EOL:261520	Synclita obliteralis	GEONAMES:4597040	South Carolina, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Stoops, C. A., P. H. Adler and J. W. McCreadie. 1998. Ecology of aquatic Lepidoptera (Crambidae: Nymphulinae) in South Carolina, USA. Hydrobiologia 379:33-40.
EOL:66364	Typha		RO:0002471	eaten by	EOL:2683585	Acronycta oblinita	GEONAMES:5128638	New York, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Brigham, A. R. and D. D. Herlong. 1982. Aquatic and semiaquatic Lepidoptera. pp. 12.1-12.36. In: A. R. Brigham, W. U. Brigham and A. Gnilka (eds.), Aquatic insects and oligochaetes of North and South Carolina. Midwest Aquatic Enterprises, Illinois.
EOL:66364	Typha	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:587977	Rhopalosiphum nymphaeae							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Center, T. D., F. A. Dray, G. P. Jubinsky and M. J. Grodowitz. 1999. Insects and other arthropods that feed on aquatic and wetland plants. U.S. Department of Agriculture, Agricultural Research Service, Technical Bulletin No. 1870.
EOL:66364	Typha		RO:0002471	eaten by	EOL:499646	Gymnoscirtetes pusillus	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:66364	Typha		RO:0002471	eaten by	EOL:958798	Leptysma marginicollis	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:66364	Typha		RO:0002471	eaten by	EOL:500142	Paroxya atlantica	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:66364	Typha		RO:0002471	eaten by	EOL:500144	Paroxya clavuliger	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:66364	Typha		RO:0002471	eaten by	EOL:965190	Romalea microptera	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:66364	Typha		RO:0002471	eaten by	EOL:960070	Stenacris vitreipennis							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Squitier J. M. and J. L. Capinera. 2002. Host selection by grasshoppers (Orthoptera: Acrididae) inhabiting semi-aquatic environments. Fla. Entomol. 85:336-340.
EOL:526590	Typha latifolia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:522905	Simyra henrici	GEONAMES:5128638	New York, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Cassani, J. R. 1985. Biology of Simyra henrici (Lepidoptera: Noctuidae) in Southwest Florida. Fla. Entomol. 68: 645-652.
EOL:526590	Typha latifolia	http://purl.obolibrary.org/obo/PO_0009046	RO:0002471	eaten by		Lymnaecia phragmitella	GEONAMES:5128638	New York, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Claasen, P. W. 1921. Typha insects: Their ecological relationships. Memoir, Cornell University Agricultural Experiment Station. 47:459-531.
EOL:526590	Typha latifolia	seeds	RO:0002471	eaten by		Lymnaecia phragmitella	GEONAMES:5128638	New York, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Claasen, P. W. 1921. Typha insects: Their ecological relationships. Memoir, Cornell University Agricultural Experiment Station. 47:459-531.
EOL:526590	Typha latifolia	stems	RO:0002471	eaten by		Lymnaecia phragmitella	GEONAMES:5128638	New York, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Claasen, P. W. 1921. Typha insects: Their ecological relationships. Memoir, Cornell University Agricultural Experiment Station. 47:459-531.
EOL:526590	Typha latifolia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:587977	Rhopalosiphum nymphaeae	GEONAMES:5128638	New York, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Claasen, P. W. 1921. Typha insects: Their ecological relationships. Memoir, Cornell University Agricultural Experiment Station. 47:459-531.
EOL:526590	Typha latifolia		RO:0002471	eaten by	EOL:720597	Hydrellia griseola	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Grigarick, A. A. 1959. Bionomics of the leaf-miner, Hydrellia griseola (Fallén), in California (Diptera: Ephydridae). Hilgardia 29:1-80.
EOL:526590	Typha latifolia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:528460	Endalus limatulus	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Tanner, V. M. 1943. Study of the subtribe Hydronomi with description of new species, (Curculionidae), Study No. VI. Great Basin Nat. 4:1-38.
EOL:486742	Myriophyllum sibiricum	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:607688	Leptocella exquisita	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:50984	Leptocella	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	petioles	RO:0002471	eaten by	EOL:50984	Leptocella	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	petioles	RO:0002471	eaten by	EOL:607688	Leptocella exquisita	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	stems	RO:0002471	eaten by	EOL:50984	Leptocella	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	young buds	RO:0002471	eaten by	EOL:50984	Leptocella	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	stems	RO:0002471	eaten by	EOL:607688	Leptocella exquisita	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:27836	Mimosa	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:1172124	Pseudochlamys semirufescens							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Riley, E. G., S. M. Clark, R. W. Flowers and A. J. Gilbert. 2002. 124. Chrysomelidae Latreille 1802. pp. 617-692. In: American Beetles, R. H. Arnett Jr., M. C. Thomas, P. E. Skelley and J. H. Frank (eds.). CRC Press, Boca Raton, FL.
EOL:72657	Myrica	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:1173229	Colaspis favosa							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Riley, E. G., S. M. Clark, R. W. Flowers and A. J. Gilbert. 2002. 124. Chrysomelidae Latreille 1802. pp. 617-692. In: American Beetles, R. H. Arnett Jr., M. C. Thomas, P. E. Skelley and J. H. Frank (eds.). CRC Press, Boca Raton, FL.
EOL:61693	Myriophyllum		RO:0002471	eaten by		Eurychiopsis lecontei							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 2002. Curculionidae. pp. 722-815. In: American Beetles, R. H. Arnett, Jr., M. C. Thomas, P. E. Skelley and J. H. Frank (eds.). CRC Press, Boca Raton, FL. 861 pp.
EOL:61693	Myriophyllum	http://purl.obolibrary.org/obo/PO_0009046	RO:0002471	eaten by	EOL:21895141	Phytobius leucogaster							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 2002. Curculionidae. pp. 722-815. In: American Beetles, R. H. Arnett, Jr., M. C. Thomas, P. E. Skelley and J. H. Frank (eds.). CRC Press, Boca Raton, FL. 861 pp.
EOL:61693	Myriophyllum		RO:0002471	eaten by	EOL:2665736	Bagous tingi							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. and G. B. Marshall. 1979. U.S. Bagous, bionomic notes, a new species, and a new name (Bagoini, Erirhininae, Curculionidae, Coleoptera). Southwest. Entomol. 4:141-149.
EOL:61693	Myriophyllum		RO:0002471	eaten by		Eurychiopsis lecontei							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Spencer, N. R. and M. Lekie. 1974. Prospects for biological control of Eurasian watermilfoil. Weed Sci. 22:401-404.
EOL:583245	Myriophyllum heterophyllum	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:608356	Mystacides longicornis	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:583245	Myriophyllum heterophyllum	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:608362	Oecetis cinerascens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:583245	Myriophyllum heterophyllum	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:37924	Triaenodes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:583245	Myriophyllum heterophyllum	petioles	RO:0002471	eaten by	EOL:608356	Mystacides longicornis	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:583245	Myriophyllum heterophyllum	petioles	RO:0002471	eaten by	EOL:608362	Oecetis cinerascens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:583245	Myriophyllum heterophyllum	petioles	RO:0002471	eaten by	EOL:37924	Triaenodes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:583245	Myriophyllum heterophyllum	stems	RO:0002471	eaten by	EOL:608356	Mystacides longicornis	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:583245	Myriophyllum heterophyllum	stems	RO:0002471	eaten by	EOL:608362	Oecetis cinerascens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:583245	Myriophyllum heterophyllum	stems 	RO:0002471	eaten by	EOL:37924	Triaenodes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:583245	Myriophyllum heterophyllum		RO:0002471	eaten by	EOL:2666303	Tyloderma myriophylli							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Wibmer, G. J. 1981. Revision of the New World weevil genus Tyloderma in America north of Mexico (Coleoptera: Curculionidae: Cryptorhynchinae). Southwest. Entomol. 3:1-95.
EOL:486742	Myriophyllum sibiricum	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by		Atripsodes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:608356	Mystacides longicornis	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by		Harnischia abortiva	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by		Harnischia tenuicaudata	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:2684798	Paraponyx badiusalis	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	petioles	RO:0002471	eaten by		Atripsodes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	petioles	RO:0002471	eaten by	EOL:608356	Mystacides longicornis	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	stems	RO:0002471	eaten by		Harnischia abortiva	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	stems	RO:0002471	eaten by		Harnischia tenuicaudata	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:486742	Myriophyllum sibiricum	stems	RO:0002471	eaten by		Atripsodes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
